index,date,B_value,B_Profit rate,B _credit_of_future_tendency,B_Risk_credit,G_value,G_Profit rate,G_Credit_of_future_tendency,G_Risk_credit,DealDay,黄金买入评分,比特币买入评分,黄金持有份额,比特币持有份额,现金持有份额,Gold Asset,BCoin Asset,Total Asset,Gold Purchase,BCoin Purchase
19,2016/9/30,609.39,0.009174464,0,-3.032488097,1322.5,0.003338138,0.000581352,-1.196024847,1,0,0.647501736,0,0,1000,0,0,1000,0,0
20,2016/10/1,614.82,0.00891055,0,-2.109831284,1322.5,0,0.001127592,-1.200820422,0,0,0.650986597,0,0,1000,0,0,1000,0,0
21,2016/10/2,612.98,-0.002992746,0,-2.409966117,1322.5,0,-0.002389087,-1.205504155,0,0,0.655523993,0,0,1000,0,0,1000,0,0
22,2016/10/3,611.85,-0.001843453,0,-2.608609204,1313.3,-0.006956522,-0.004422152,-2.107174404,1,0.40413083,0.659990569,0,0,1000,0,0,1000,0,0
23,2016/10/4,609.62,-0.003644684,0,-3.010967295,1283.3,-0.022843219,-0.004835323,-4.237047845,1,0,0.664328509,0,0,1000,0,0,1000,0,0
24,2016/10/5,607.18,-0.004002493,0,-3.468666964,1269.4,-0.01083145,-0.004099949,-4.423941953,1,0.014601253,0.668800419,0,0,1000,0,0,1000,0,0
25,2016/10/6,612.08,0.008070095,0,-2.644757804,1254.5,-0.011737829,-0.003831158,-4.482952248,1,0.060127648,0.672424395,0,0,1000,0,0,1000,0,0
26,2016/10/7,617.21,0.008381257,0,-1.740757858,1258.75,0.003387804,0.000967459,-3.91534242,1,0.51170219,0.675962289,0.403814403,0,488.2978101,508.3013792,0,996.5991893,0.403814403,0
27,2016/10/8,614.74,-0.004001879,0,-2.147702385,1258.75,0,0.003019568,-3.689391115,0,0.505046374,0.680371013,0.403814403,0,488.2978101,508.3013792,0,996.5991893,0,0
28,2016/10/9,615.65,0.001480301,0,-1.988141393,1258.75,0,-0.000373552,-3.533578544,0,0.498470709,0.684817273,0.403814403,0,488.2978101,508.3013792,0,996.5991893,0,0
29,2016/10/10,617.54,0.003069926,0,-1.663905806,1259.5,0.000595829,-0.002619121,-3.396786189,1,0.584659163,0.689041545,0.628348989,0,202.8100211,791.4055521,0,994.2155732,0.224534587,0
30,2016/10/11,614.77,-0.004485539,0,-2.112704639,1253.45,-0.004803493,-0.006313737,-3.499160352,1,0.214701929,0.689292795,0.179266754,0,762.7729054,224.7019132,0,987.4748185,-0.449082235,0
31,2016/10/12,635.01,0.032922882,0,0.759511918,1256.5,0.002433284,-0.008602138,-3.317831681,1,0.422143388,0.688060457,0.179266754,0,762.7729054,225.2486768,0,988.0215822,0,0
32,2016/10/13,635.96,0.001496039,0,0.640112675,1261.05,0.00362117,-0.011916719,-3.123492058,1,0.473511374,0.687343074,0.179266754,0,762.7729054,226.0643405,0,988.8372459,0,0
33,2016/10/14,634.02,-0.003050506,0,0.306478214,1251.75,-0.007374807,-0.004628108,-3.365769425,1,0.417930904,0.688720433,0.179266754,0,762.7729054,224.3971597,0,987.1700651,0,0
34,2016/10/15,637.94,0.00618277,0,0.575481201,1251.75,0,-0.002066212,-3.311310016,0,0.41223913,0.688735106,0.179266754,0,762.7729054,224.3971597,0,987.1700651,0,0
35,2016/10/16,641.42,0.005455058,0,0.751898362,1251.75,0,0.00057664,-3.267461561,0,0.406592784,0.688657109,0.179266754,0,762.7729054,224.3971597,0,987.1700651,0,0
36,2016/10/17,638.97,-0.00381965,0,0.45386052,1254.8,0.002436589,0.001037814,-3.145961678,1,0.180582264,0.688656088,0.057260981,0,913.9664252,71.85107861,0,985.8175038,-0.122005774,0
37,2016/10/18,636.29,-0.00419425,0,0.189451647,1258.2,0.002709595,0.00247427,-3.027812141,1,0.386603668,0.690056627,0.057260981,0,913.9664252,72.04576595,0,986.0121911,0,0
38,2016/10/19,629.25,-0.011064137,0,-0.386256183,1269.05,0.00862343,7.76E-05,-2.702051346,1,0.46551993,0.689745278,0.057260981,0,913.9664252,72.66704759,0,986.6334728,0,0
39,2016/10/20,627.72,-0.002431466,0,-0.510501479,1271.65,0.002048777,-0.000174432,-2.630866945,1,0.586799936,0.689706431,0.475646612,0,377.650985,604.8560146,0,982.5069996,0.418385632,0
40,2016/10/21,631.92,0.006690881,0,-0.180303992,1266.05,-0.004403727,-0.000304804,-2.806722578,1,0.16091186,0.689257912,0.161286125,0,773.4099333,204.1962988,0,977.6062321,-0.314360487,0
41,2016/10/22,655.48,0.0372832,0,1.448645606,1266.05,0,0.000248654,-2.810830495,0,0.161228426,0.68780384,0.161286125,0,773.4099333,204.1962988,0,977.6062321,0,0
42,2016/10/23,653.25,-0.003402087,0,1.142076605,1266.05,0,-1.21E-05,-2.815575859,0,0.161611183,0.68818978,0.161286125,0,773.4099333,204.1962988,0,977.6062321,0,0
43,2016/10/24,651.39,-0.002847302,0,0.924306178,1265.55,-0.000394929,0.003786864,-2.83586759,1,0.162933141,0.688393614,0.054364208,0,907.4247421,68.80062302,0,976.2253651,-0.106921918,0
44,2016/10/25,655.31,0.0060179,0,1.071415992,1269.4,0.003042156,0.001555399,-2.724802247,1,0.314815478,0.688748756,0.054364208,0,907.4247421,69.00992522,0,976.4346673,0,0
45,2016/10/26,651.45,-0.005890342,0,0.777203902,1270.5,0.000866551,-0.000132411,-2.699998993,1,0.409041296,0.689304874,0.054364208,0,907.4247421,69.06972584,0,976.4944679,0,0
46,2016/10/27,682.22,0.047233095,0,2.203911941,1266.25,-0.00334514,0.000449584,-2.840085233,1,0.260690549,0.687547178,0.013009869,0,959.4400228,16.47374625,0,975.9137691,-0.041354339,0
47,2016/10/28,687.68,0.008003283,0,2.142815009,1273,0.005330701,-0.000255089,-2.638354889,1,0.282648473,0.686962172,0.002827715,0,972.2042437,3.599680973,0,975.8039246,-0.010182154,0
48,2016/10/29,685.91,-0.002573872,0,1.835041241,1273,0,-0.000167532,-2.649497987,0,0.284467504,0.688272314,0.002827715,0,972.2042437,3.599680973,0,975.8039246,0,0
49,2016/10/30,698,0.017626219,0,2.084978159,1273,0,0.000385742,-2.660644243,0,0.286434838,0.688040961,0.002827715,0,972.2042437,3.599680973,0,975.8039246,0,0
50,2016/10/31,702,0.005730659,0,2.005459879,1272,-0.000785546,0.00293118,-2.703556991,1,0.289817075,0.68778846,0.000594337,0,975.0189023,0.755997139,0,975.7748994,-0.002233377,0
51,2016/11/1,697.01,-0.007108262,0,1.672782674,1288.45,0.01293239,0.001618962,-2.182165567,1,0.271936016,0.689518946,0.000135547,0,975.5966479,0.174645467,0,975.7712933,-0.00045879,0
52,2016/11/2,733.33,0.052108291,0,2.556221273,1303.75,0.011874733,0.002234961,-1.687122366,1,0.25766471,0.687779682,3.28478E-05,0,975.7276474,0.042825331,0,975.7704727,-0.000102699,0
53,2016/11/3,686.17,-0.064309383,0,1.014509606,1301,-0.0021093,0.002454359,-1.784210663,1,0.352982208,0.689407883,3.28478E-05,0,975.7276474,0.042735,0,975.7703824,0,0
54,2016/11/4,683.69,-0.003614265,0,0.908220792,1302.8,0.001383551,0.002617899,-1.730029536,1,0.107646939,0.696551658,1.28879E-05,0,975.7533555,0.016790406,0,975.7701459,-1.99599E-05,0
55,2016/11/5,704.79,0.03086194,0,1.471463798,1302.8,0,0.001715777,-1.735623679,0,0.110675319,0.690183753,1.28879E-05,0,975.7533555,0.016790406,0,975.7701459,0,0
56,2016/11/6,712,0.010229998,0,1.587617675,1302.8,0,0.003327928,-1.741180918,0,0.1139475,0.6836389,1.28879E-05,0,975.7533555,0.016790406,0,975.7701459,0,0
57,2016/11/7,709.96,-0.002865169,0,1.454285989,1283.05,-0.015159656,0.00322147,-2.42399289,1,0.144921038,0.68853451,4.57624E-06,0,975.7640757,0.005871539,0,975.7699472,-8.3117E-06,0
58,2016/11/8,708.97,-0.001394445,0,1.366018668,1282.35,-0.000545575,-0.002204821,-2.45923973,1,0.056092034,0.689121821,2.03143E-06,0,975.7673081,0.002605001,0,975.7699131,-2.54481E-06,0
59,2016/11/9,720.93,0.016869543,0,1.60294178,1281.4,-0.000740827,-0.003054915,-2.503212423,1,0.06038106,0.690033746,8.93054E-07,0,975.7687533,0.001144359,0,975.7698977,-1.13837E-06,0
60,2016/11/10,721.5,0.000790645,0,1.5425507,1267.5,-0.010847511,-0.003375707,-2.992463198,1,0.118739415,0.688533785,3.40486E-07,0,975.7694543,0.000431566,0,975.7698859,-5.52568E-07,0
61,2016/11/11,715.45,-0.008385308,0,1.338958983,1236.45,-0.024497041,-0.000280287,-4.015323639,1,0.326373639,0.689208712,3.40486E-07,0,975.7694543,0.000420994,0,975.7698753,0,0
62,2016/11/12,703.71,-0.016409253,0,1.023737536,1236.45,0,-0.003154628,-3.96236061,0,0.322828338,0.690858335,3.40486E-07,0,975.7694543,0.000420994,0,975.7698753,0,0
63,2016/11/13,702.28,-0.002032087,0,0.970441145,1236.45,0,-0.002896935,-3.915802251,0,0.319257542,0.691587888,3.40486E-07,0,975.7694543,0.000420994,0,975.7698753,0,0
64,2016/11/14,706.46,0.005952042,0,1.051034051,1213.6,-0.018480327,-0.000122147,-4.538608711,1,0.194034624,0.690641878,1.04177E-07,0,975.7697436,0.000126429,0,975.76987,-2.36309E-07,0
65,2016/11/15,710.91,0.006299012,0,1.133171961,1226.95,0.01100033,-0.001163036,-4.053384676,1,0.402365431,0.689249679,1.04177E-07,0,975.7697436,0.00012782,0,975.7698714,0,0
66,2016/11/16,711.73,0.001153451,0,1.128891848,1229.2,0.001833816,-0.008962256,-3.937101751,1,0.568679025,0.688906988,0.447737004,0,420.869957,550.3583248,0,971.2282818,0.447736899,0
67,2016/11/17,736.96,0.035448836,0,1.656480629,1226.75,-0.001993166,-0.004452427,-3.965164968,1,0.56493767,0.687733224,0.639233619,0,183.1046639,784.1798426,0,967.2845065,0.191496616,0
68,2016/11/18,747.52,0.014329136,0,1.814222002,1211,-0.012838802,-0.004946745,-4.349857358,1,0.304699654,0.686454828,0.639233619,0,183.1046639,774.1119131,0,957.216577,0,0
69,2016/11/19,748.98,0.001953125,0,1.769709557,1211,0,-0.009843776,-4.269642354,0,0.284403628,0.686905337,0.639233619,0,183.1046639,774.1119131,0,957.216577,0,0
70,2016/11/20,729.06,-0.026596171,0,1.305671295,1211,0,-0.009508756,-4.199550947,0,0.265187611,0.689586369,0.639233619,0,183.1046639,774.1119131,0,957.216577,0,0
71,2016/11/21,738.53,0.012989329,0,1.467140277,1214.25,0.002683732,-0.001110546,-4.055218427,1,0.347002228,0.690277441,0.639233619,0,183.1046639,776.1894223,0,959.2940862,0,0
72,2016/11/22,736.97,-0.002112304,0,1.399325492,1212.25,-0.001647107,-0.002478564,-4.058627105,1,0.518387407,0.690378177,0.716622922,0,88.18551198,868.7261369,0,956.9116489,0.077389302,0
73,2016/11/23,741.63,0.006323188,0,1.458247182,1185.35,-0.022190142,-0.003624471,-4.658315374,1,0.316616554,0.68928763,0.716622922,0,88.18551198,849.4489803,0,937.6344923,0,0
74,2016/11/24,737.45,-0.005636234,0,1.344198844,1186.1,0.000632725,-0.001519206,-4.528276696,1,0.372621427,0.68964534,0.716622922,0,88.18551198,849.9864475,0,938.1719595,0,0
75,2016/11/25,735.64,-0.002454404,0,1.284078198,1187.7,0.001348959,-0.002296444,-4.397241153,1,0.313587971,0.689841903,0.716622922,0,88.18551198,851.1330442,0,939.3185562,0,0
76,2016/11/26,733.67,-0.00267794,0,1.225441142,1187.7,0,-0.001446862,-4.318303105,0,0.300162839,0.690148436,0.716622922,0,88.18551198,851.1330442,0,939.3185562,0,0
77,2016/11/27,727.96,-0.007782791,0,1.099800956,1187.7,0,-0.001389186,-4.248748138,0,0.287952555,0.690397458,0.716622922,0,88.18551198,851.1330442,0,939.3185562,0,0
78,2016/11/28,727.31,-0.000892906,0,1.076410148,1187,-0.000589374,-0.001907072,-4.202046035,1,0.380183104,0.690501036,0.716622922,0,88.18551198,850.6314081,0,938.8169201,0,0
79,2016/11/29,732.71,0.007424619,0,1.168592571,1186.55,-0.000379107,-0.003329773,-4.155128638,1,0.34390564,0.689857379,0.716622922,0,88.18551198,850.3089278,0,938.4944398,0,0
80,2016/11/30,742.69,0.013620668,0,1.341377331,1178.1,-0.007121487,-0.005125982,-4.278582094,1,0.354733554,0.688839544,0.716622922,0,88.18551198,844.2534641,0,932.4389761,0,0
81,2016/12/1,742.05,-0.000861732,0,1.309513122,1161.85,-0.013793396,-0.003642002,-4.540102799,1,0.384470718,0.688741533,0.716622922,0,88.18551198,832.6083416,0,920.7938536,0,0
82,2016/12/2,772.43,0.040940637,0,1.835067104,1173.5,0.010027112,-0.007625225,-4.224251828,1,0.279983562,0.687448963,0.157668823,0,731.1121237,185.0243635,0,916.1364872,-0.558954099,0
83,2016/12/3,764.33,-0.010486387,0,1.643409905,1173.5,0,1.38E-05,-4.168375958,0,0.272484688,0.686821167,0.157668823,0,731.1121237,185.0243635,0,916.1364872,0,0
84,2016/12/4,762.97,-0.001779336,0,1.58429252,1173.5,0,0.000819219,-4.11813486,0,0.265555376,0.688718296,0.157668823,0,731.1121237,185.0243635,0,916.1364872,0,0
85,2016/12/5,754.63,-0.010930967,0,1.409759736,1162.2,-0.009629314,0.001681737,-4.285390039,1,0.343565091,0.689373182,0.157668823,0,731.1121237,183.2427058,0,914.3548295,0,0
86,2016/12/6,756.62,0.002637054,0,1.423796096,1172.5,0.008862502,-0.001615485,-4.035349171,1,0.400641797,0.690158619,0.157668823,0,731.1121237,184.8666946,0,915.9788184,0,0
87,2016/12/7,758.99,0.003132352,0,1.443972929,1177.65,0.004392324,-0.002659717,-3.90172876,1,0.393881154,0.689611618,0.157668823,0,731.1121237,185.6786891,0,916.7908128,0,0
88,2016/12/8,769.72,0.014137209,0,1.603619343,1171.05,-0.005604382,-0.002470999,-3.995189573,1,0.402703465,0.689025348,0.157668823,0,731.1121237,184.6380749,0,915.7501986,0,0
89,2016/12/9,770.02,0.000389752,0,1.579992075,1163.6,-0.006361812,-0.00284253,-4.096381512,1,0.412422585,0.688606291,0.157668823,0,731.1121237,183.4634421,0,914.5755659,0,0
90,2016/12/10,769.08,-0.001220748,0,1.538102645,1163.6,0,-0.002489471,-4.056224501,0,0.407790033,0.688837728,0.157668823,0,731.1121237,183.4634421,0,914.5755659,0,0
91,2016/12/11,777,0.010298018,0,1.643175492,1163.6,0,-0.000539988,-4.019570044,0,0.403759948,0.688850543,0.157668823,0,731.1121237,183.4634421,0,914.5755659,0,0
92,2016/12/12,777,0,0,1.61453235,1156.1,-0.006445514,0.001667243,-4.116736699,1,0.442201165,0.688820679,0.157668823,0,731.1121237,182.280926,0,913.3930497,0,0
93,2016/12/13,777.99,0.001274131,0,1.60395915,1158.55,0.002119194,-0.001011036,-4.0349111,1,0.434388653,0.688860705,0.157668823,0,731.1121237,182.6672146,0,913.7793383,0,0
94,2016/12/14,774.89,-0.003984627,0,1.530014006,1162.25,0.003193647,-0.004560708,-3.938097851,1,0.333757843,0.689344467,0.157668823,0,731.1121237,183.2505892,0,914.362713,0,0
95,2016/12/15,776.75,0.002400341,0,1.538600195,1126.95,-0.030372123,-0.002089107,-4.499341466,1,0.384014273,0.689568283,0.157668823,0,731.1121237,177.6848798,0,908.7970035,0,0
96,2016/12/16,775.88,-0.001120051,0,1.504624089,1131.6,0.004126181,-0.002323955,-4.35509152,1,0.370364395,0.689606839,0.157668823,0,731.1121237,178.4180398,0,909.5301635,0,0
97,2016/12/17,788.7,0.016523174,0,1.683740343,1131.6,0,-0.004252211,-4.299060624,0,0.364820538,0.688988068,0.157668823,0,731.1121237,178.4180398,0,909.5301635,0,0
98,2016/12/18,788.4,-0.000380373,0,1.652402374,1131.6,0,-0.002382337,-4.248150467,0,0.360024808,0.688639763,0.157668823,0,731.1121237,178.4180398,0,909.5301635,0,0
99,2016/12/19,788.67,0.000342466,0,1.631987305,1136.25,0.004109226,0.001737234,-4.129181181,1,0.535408293,0.688786778,0.500129992,0,339.6686298,568.2727033,0,907.9413331,0.342461169,0
100,2016/12/20,793.09,0.005604372,0,1.675116727,1125.7,-0.009284928,-0.001858486,-4.254324027,1,0.144833877,0.68896151,0.17762923,0,702.4457055,199.9572243,0,902.4029298,-0.322500762,0
101,2016/12/21,824.21,0.039238926,-0.023057578,2.103808294,1133.65,0.007062272,-0.002434309,-4.087598856,1,0.224520684,0.687507763,0.048933179,0,845.8701189,55.4730982,0,901.3432171,-0.128696051,0
102,2016/12/22,834.97,0.013054925,-0.016879718,2.203437359,1131.35,-0.002028845,-0.003984937,-4.088623603,1,0.161611857,0.685975067,0.016558408,0,882.2047618,18.73335435,0,900.9381162,-0.032374771,0
103,2016/12/23,901.31,0.079451956,-0.011920442,3.023222833,1131.35,0,-0.004093122,-4.055271003,0,0.159667229,0.684233047,0.016558408,0,882.2047618,18.73335435,0,900.9381162,0,0
104,2016/12/24,891.61,-0.010762113,-0.011237468,2.75256863,1131.35,0,-0.0075276,-4.024444869,0,0.158604664,0.685623216,0.016558408,0,882.2047618,18.73335435,0,900.9381162,0,0
105,2016/12/25,892.6,0.001110351,-0.005484435,2.650545015,1131.35,0,-0.000429062,-3.995897108,0,0.157852294,0.689264397,0.016558408,0,882.2047618,18.73335435,0,900.9381162,0,0
106,2016/12/26,897.33,0.005299126,0.012044612,2.605333079,1131.35,0,0.000372245,-3.969411659,0,0.157386114,0.687835536,0.016558408,0,882.2047618,18.73335435,0,900.9381162,0,0
107,2016/12/27,930.37,0.036820345,0.022338588,2.88810636,1131.35,0,0.000420443,-3.944799403,0,0.157609017,0.687917859,0.016558408,0,882.2047618,18.73335435,0,900.9381162,0,0
108,2016/12/28,930.34,-3.22E-05,0.037267241,2.758807928,1134.6,0.002872674,0.001029497,-3.874833398,1,0.495043957,0.687543468,0.016558408,0,882.2047618,18.78716917,0,900.991931,0,0
109,2016/12/29,963.38,0.035513898,0.036846134,2.99549213,1145.9,0.009959457,-0.000142641,-3.692044581,1,0.302763462,0.688592209,0.016558408,0,882.2047618,18.97427918,0,901.179041,0,0
110,2016/12/30,952.15,-0.011656875,0.032954533,2.739089595,1145.9,0,0.001524311,-3.681015684,0,0.305976152,0.687338313,0.016558408,0,882.2047618,18.97427918,0,901.179041,0,0
111,2016/12/31,958.12,0.00627002,0.03247604,2.689166427,1145.9,0,0.001200857,-3.670715836,0,0.309007721,0.691008558,0.016558408,0,882.2047618,18.97427918,0,901.179041,0,0
112,2017/1/1,997.72,0.04133094,0.04115478,2.965440553,1145.9,0,0.002514999,-3.66109594,0,0.312074954,0.686660622,0.016558408,0,882.2047618,18.97427918,0,901.179041,0,0
113,2017/1/2,1015.97,0.018291705,0.039670025,2.995547711,1145.9,0,0.003329248,-3.652111203,0,0.315176789,0.687452254,0.016558408,0,882.2047618,18.97427918,0,901.179041,0,0
114,2017/1/3,1013.42,-0.002509917,0.042012146,2.833374586,1151,0.00445065,0.00583305,-3.570410357,1,0.347062235,0.688035335,0.016558408,0,882.2047618,19.05872706,0,901.2634889,0,0
115,2017/1/4,1126.76,0.111839119,0.041248209,3.646895624,1164.25,0.011511729,0.002482085,-3.373571276,1,0.652134891,0.684791325,0.511400581,0,306.8882554,595.3981261,0,902.2863815,0.494842173,0
116,2017/1/5,994.67,-0.117229934,0.023289833,2.354140292,1176.7,0.01069358,0.002406792,-3.192059737,1,0.650182566,0.692547773,0.681070376,0,107.354862,801.4155117,0,908.7703738,0.169669796,0
117,2017/1/6,999.65,0.005006686,0.033372332,2.325051983,1175.85,-0.000722359,0.003512808,-3.207330352,1,0.65511817,0.708420547,0.740241634,0,37.02474128,870.4131259,0,907.4378672,0.059171258,0
118,2017/1/7,896.83,-0.102856,0.041548587,1.406947898,1175.85,0,0.003904045,-3.210079545,0,0.659628663,0.702455645,0.740241634,0.050993995,11.01650277,870.4131259,45.73294486,927.1625735,0,0.050993995
119,2017/1/8,908.14,0.012611086,0.059223659,1.489369354,1175.85,0,0.005057645,-3.212901704,0,0.664132721,0.705373511,0.740241634,0.067976777,3.245753538,870.4131259,61.73243072,935.3913101,0,0.016982782
120,2017/1/9,910.49,0.002587707,0.088262678,1.493510121,1178.5,0.002253689,0.006246992,-3.176890758,1,0.327877376,0.693217946,0.740241634,0.067976777,3.245753538,872.3747662,61.89217614,937.5126959,0,0
121,2017/1/10,906.05,-0.004876495,0.096819994,1.441309193,1189.5,0.009333899,0.004402375,-3.018093493,1,0.358672298,0.690155209,0.740241634,0.067976777,3.245753538,880.5174242,61.59035925,945.353537,0,0
122,2017/1/11,785.22,-0.133359086,0.079579272,0.408443521,1178.55,-0.009205549,0.003240092,-3.185158165,1,0.522587324,0.690198026,0.741653343,0.067976777,1.549563883,874.0755478,53.37672523,929.0018369,0.001411709,0
123,2017/1/12,780.92,-0.005476172,0.096119322,0.375836932,1205.05,0.022485257,0.00045782,-2.794881441,1,0.362068065,0.703510929,0.741653343,0.067976777,1.549563883,893.7293614,53.08442508,948.3633504,0,0
124,2017/1/13,826.29,0.058098141,0.094753102,0.76983902,1190.35,-0.012198664,0.002890767,-3.020790432,1,0.341498867,0.682151777,0.741653343,0.067976777,1.549563883,882.8270573,56.16853148,940.5451527,0,0
125,2017/1/14,817.91,-0.010141718,0.089813588,0.700188617,1190.35,0,0.003677803,-3.026001731,0,0.345998898,0.694556183,0.741653343,0.067976777,1.549563883,882.8270573,55.59888608,939.9755073,0,0
126,2017/1/15,819.55,0.002005111,0.082778487,0.717128444,1190.35,0,0.008100947,-3.031215401,0,0.350493749,0.688252117,0.741653343,0.067976777,1.549563883,882.8270573,55.710368,940.0869892,0,0
127,2017/1/16,830.5,0.013360991,0.079965014,0.813961879,1203,0.010627126,0.002479307,-2.84590448,1,0.505169214,0.690800734,0.742304382,0.067976777,0.766771915,892.9921718,56.45471371,950.2136574,0.000651039,0
128,2017/1/17,903.84,0.088308248,0.031497575,1.439430026,1216.05,0.01084788,0.005845627,-2.653975242,1,0.474540664,0.685882692,0.742304382,0.067976777,0.766771915,902.679244,61.44013057,964.8861465,0,0
129,2017/1/18,906.6,0.003053638,-0.027048548,1.451647042,1214.75,-0.001069035,6.61E-05,-2.679952572,1,0.480038524,0.684784171,0.742304382,0.067976777,0.766771915,901.7142483,61.62774648,964.1087667,0,0
130,2017/1/19,895.798875,-0.011913882,-0.096516767,1.350497975,1196.05,-0.015394114,0.001018533,-2.971580923,1,0.491455531,0.689275192,0.742304382,0.067976777,0.766771915,887.8331563,60.89352081,949.493449,0,0
131,2017/1/20,893.6210875,-0.002431112,-0.115204506,1.324574009,1200.55,0.003762385,0.000415806,-2.908468146,1,0.462725214,0.688743382,0.742304382,0.067976777,0.766771915,891.173526,60.74548183,952.6857798,0,0
132,2017/1/21,895.64,0.002259249,-0.145012418,1.334534615,1200.55,0,0.000734112,-2.914357705,0,0.4667038,0.690282656,0.742304382,0.067976777,0.766771915,891.173526,60.882721,952.823019,0,0
133,2017/1/22,918.603625,0.025639347,-0.140934107,1.517508139,1200.55,0,0.004671373,-2.920232799,0,0.470690916,0.688546783,0.742304382,0.067976777,0.766771915,891.173526,62.44371423,954.3840122,0,0
134,2017/1/23,922.0736125,0.003777459,-0.126606692,1.533954049,1212.85,0.010245304,0.00129517,-2.735922175,1,0.469874038,0.688018521,0.742304382,0.067976777,0.766771915,900.3038699,62.67959279,963.7502346,0,0
135,2017/1/24,919.97,-0.002281393,-0.113782323,1.504515394,1216.8,0.003256792,-0.002324808,-2.680569091,1,0.380609784,0.689089255,0.742304382,0.067976777,0.766771915,903.2359722,62.53659599,966.5393402,0,0
136,2017/1/25,893.045625,-0.029266579,-0.101303639,1.273510535,1195,-0.017915845,-0.00099987,-3.025901454,1,0.330572295,0.690225141,0.742304382,0.067976777,0.766771915,887.0537367,60.70636375,948.5268724,0,0
137,2017/1/26,915.95625,0.025654484,-0.085054514,1.455804606,1189.7,-0.004435146,-0.001310815,-3.113746117,1,0.367091451,0.690739011,0.742304382,0.067976777,0.766771915,883.1195235,62.2637542,946.1500496,0,0
138,2017/1/27,915.05,-0.000989403,-0.07209269,1.439334875,1184.85,-0.004076658,-0.001948673,-3.194166388,1,0.433524847,0.688318417,0.742304382,0.067976777,0.766771915,879.5193472,62.20215025,942.4882694,0,0
139,2017/1/28,920.31225,0.005750779,-0.059708821,1.473403685,1184.85,0,-0.000308169,-3.19860496,0,0.436756493,0.690201818,0.742304382,0.067976777,0.766771915,879.5193472,62.55986105,942.8459802,0,0
