,outputs,gt,train_loss
178,1300.1745114895748,1157.3933,2390.339111328125
179,1253.5249296426773,1192.469143,13459.0
180,1232.8969103693962,1192.09,13915.1533203125
181,1216.6245517730713,1179.159875,13017.482421875
182,1198.8763468265533,1227.494625,9228.5419921875
183,1188.4543662071228,1227.68,3029.603271484375
184,1196.8865620493889,1245.370786,2220.265869140625
185,1214.7598266005516,1257.399625,3385.958984375
186,1228.2181599140167,1257.0,3814.850341796875
187,1194.8515353722905,1091.171888,1054.7872314453125
188,1216.9482909848011,952.2323625,21775.8125
189,1180.3580461186284,967.69,78563.296875
190,1115.418003327286,1049.084488,92234.453125
191,1065.066679235635,1118.630043,61186.8984375
192,1038.9150966527377,1113.0,22767.04296875
193,1041.1347228575469,1038.789,24739.650390625
194,1056.8039378178946,941.9197143,15193.771484375
195,1051.0228562951088,927.93,20058.173828125
196,921.6518452051168,956.7863125,31841.23046875
197,1003.4977424471726,1037.22925,28562.11328125
198,980.671103230532,1041.04,11286.732421875
199,980.4036009476986,1040.5755,11213.927734375
200,1000.6416955166715,1037.90455,11272.318359375
201,1017.4411877989769,1034.74,5444.8037109375
202,972.5993649960947,1086.929571,259.06329345703125
203,1054.630782341701,1099.169125,5333.0322265625
204,1060.0300725433044,1079.99,3597.510498046875
205,1067.9128848336404,1141.600363,3314.32177734375
206,1088.3935031539295,1133.079314,5963.58056640625
207,1154.9326322037377,1133.53,3142.553466796875
208,1128.7407045129803,1190.45425,3650.74951171875
209,1134.6063145523804,1181.149838,6093.81298828125
210,1198.0790616333252,1184.03,3149.2734375
211,1164.8697180798627,1207.744875,3900.192138671875
212,1177.7743921820365,1226.617038,3114.66162109375
213,1245.9249722987588,1219.09,1600.11083984375
214,1205.853650947698,1180.023713,2644.38330078125
215,1203.2641607463884,1185.260057,1744.976318359375
216,1220.184117947385,1170.36,1691.324462890625
217,1215.9259598934223,1186.927413,2717.377197265625
218,1190.600156636574,1205.634875,1672.087646484375
219,1185.6989425009742,1176.97,696.8528442382812
220,1185.477047354987,1217.930088,708.0255737304688
221,1190.7159661625192,1241.686325,1613.9307861328125
222,1197.3006754105882,1236.63,2710.305419921875
223,1202.223768898897,1261.311225,2842.596923828125
224,1225.2958900173835,1257.988113,4342.8388671875
225,1255.0419961081934,1240.84,1370.9638671875
226,1272.2467478406325,1279.414688,563.9287719726562
227,1255.0979762921634,1309.109875,1347.9857177734375
228,1288.7071759355604,1288.02,2797.5791015625
229,1275.7377219204209,1331.294429,2966.295166015625
230,1290.3049015240977,1334.979038,4740.91357421875
231,1327.9650015515654,1333.0,2654.537109375
232,1349.2161596326623,1417.172813,1777.115478515625
233,1340.1137613568571,1452.076288,9114.048828125
234,1398.7505246538785,1447.55,13563.1044921875
235,1402.5735704940744,1508.292125,14143.1357421875
236,1434.368848703336,1533.335071,16928.150390625
237,1562.3860494198743,1518.75,9665.4775390625
238,1523.9350127697398,1535.868429,9171.3408203125
239,1508.1374708249932,1640.619225,5348.77978515625
240,1606.6269629893504,1651.1,12151.923828125
241,1599.0562486362905,1762.88625,17188.607421875
242,1623.5609620003088,1820.990563,38800.80078125
243,1687.8347579828114,1829.0,49415.234375
244,1859.1040645021858,1771.920013,31792.78515625
245,1769.6347716208838,1776.3165,23776.693359375
246,1907.4009011461167,1780.0,5174.9677734375
247,1840.1677932306484,1739.031975,7730.25537109375
248,1783.9561811685562,1807.485063,5771.30859375
249,1772.9338099360466,1783.98,2428.78564453125
250,1776.9763744473457,1961.520488,2407.245849609375
251,1815.5535290837288,2052.909788,28811.568359375
252,1867.160274028778,2008.84,65540.5234375
253,1904.107662586699,2090.662313,50776.80859375
254,1977.2656419603736,2287.710288,54660.61328125
255,2249.318873392651,2256.32,61764.5859375
256,2199.899142380047,2387.206286,55093.69921875
257,2163.348105132929,2211.976857,80074.1328125
258,2271.808555728814,2279.82,50772.1328125
259,2481.6758612893755,2192.9808,17369.62890625
260,2248.5923232560162,2275.9307,35584.2578125
261,2360.8210153565888,2290.02,24699.48046875
262,2236.122715749443,2285.933914,10620.470703125
263,2266.054684451985,2399.242671,5451.77392578125
264,2276.370606751909,2409.93,18353.341796875
265,2328.148141671103,2525.765158,14702.462890625
266,2292.2307059905725,2516.173143,33301.8515625
267,2423.6087611410185,2529.53,41651.140625
268,2580.740752182319,2883.313697,15060.068359375
269,2560.6556990569807,2664.920863,106806.703125
270,2702.8196406287607,2683.03,75546.671875
271,2589.6616404919187,2827.4913,64647.40625
272,2678.194582319702,2845.372857,93018.53125
273,3139.9004184913356,2898.63,35019.15625
274,2732.682153274014,2657.675063,50923.6015625
275,2728.7283676484076,2748.185086,38396.3046875
276,2798.193731026229,2706.0,28043.37890625
277,2793.958096820861,2442.48025,24367.82421875
278,2767.136890615162,2464.959814,79827.484375
279,2611.486944712582,2477.94,74271.765625
280,2593.9540619918844,2507.389252,56552.01171875
281,2558.9967972437153,2617.210263,35966.53125
282,2475.941244297079,2600.0,18227.53515625
283,2410.19360741548,2671.04325,13483.75
284,2574.566112138069,2727.288013,30476.181640625
285,2586.8618878126144,2713.48,24707.197265625
286,2597.9302705254668,2589.164888,13353.6484375
287,2661.9703661038075,2512.366286,15744.40625
288,2694.6895296715375,2502.03,18195.52734375
289,2671.5448038079194,2517.903114,28769.447265625
290,2586.808792210999,2585.349186,24158.634765625
291,2537.3126538949437,2558.3,4868.93359375
292,2519.1780553415883,2477.641375,2953.9912109375
293,2521.554831029789,2501.191343,3864.05859375
294,2521.392105219158,2421.26,3466.27392578125
295,2437.766733282624,2561.225429,9395.138671875
296,2514.4493345516094,2599.729838,14819.7529296875
297,2498.6176844939473,2598.89,10491.2451171875
298,2528.216060475097,2609.96775,10773.619140625
299,2529.3378998554545,2491.201214,15419.1201171875
300,2560.3499840432487,2502.86,5588.21484375
301,2609.199715322611,2536.238938,7191.7236328125
302,2562.875318942737,2366.170143,6661.2841796875
303,2531.8162916656584,2327.09,26341.962890625
304,2454.080793917994,2385.748571,23613.80078125
305,2445.067443739681,2354.783417,18983.501953125
306,2440.641274160065,2338.49,21078.87109375
307,2354.9197854321683,2058.9956,9394.806640625
308,2253.7831459104927,1931.2143,38554.46875
309,2288.7642600455,1910.96,71928.4765625
310,2182.293328365049,2320.12225,104208.6953125
311,2097.5952885636943,2264.7657,55530.36328125
312,2037.7866781004705,2265.21,34455.984375
313,2016.9859831145732,2682.195363,57101.58203125
314,2150.5425442771084,2807.609857,240710.5
315,2480.7874415558763,2825.51,221743.046875
316,2574.704369789455,2751.821029,190332.109375
317,2580.577548908972,2560.997917,117591.484375
318,3099.8021664842963,2564.3,25429.05859375
319,2778.1670718350506,2647.625,165222.375
320,2752.155479975132,2781.636583,129879.0390625
321,2684.791250693219,2784.8,20654.158203125
322,2629.188516438371,2745.955417,15235.9716796875
323,2655.6056928412872,2866.431667,13695.1826171875
324,2739.060991933773,2862.9,24618.681640625
325,2783.47020551021,2693.633983,11030.9306640625
326,2807.7019416056282,2794.117717,15374.931640625
327,2785.5088133936224,2790.0,13914.904296875
328,2881.429085338954,3218.115017,11609.5126953125
329,2882.2050980285276,3252.562533,81881.1640625
330,2870.771639378974,3210.2,102799.4609375
331,2974.194551186636,3457.374333,85289.7890625
332,3098.1327645604033,3357.326317,188139.46875
333,3722.530613319832,3340.28,70408.828125
334,3191.512356363237,3632.506667,74912.8125
335,3366.8789938017726,3852.802914,211508.296875
336,3697.2911497981113,3868.52,96575.9140625
337,3571.2009302493243,4282.992,137181.28125
338,3689.5175673323683,4217.028329,289059.1875
339,4093.199582567264,4179.97,184927.109375
340,4358.381039654778,4328.725717,95031.8203125
341,4124.512813554029,4130.440067,127949.421875
342,4638.714144341648,4104.71,123876.171875
343,4183.387415241916,4157.958033,143068.984375
344,4168.27115182858,4043.722,54035.1171875
345,4225.466801045986,3986.28,40921.90234375
346,4079.9745232012356,4174.95,20969.75
347,4075.707002225681,4340.316717,13558.1435546875
348,4148.08921500924,4331.77,25555.01171875
349,4146.677630531776,4360.513317,36267.890625
350,4038.8692493464914,4354.308333,53322.61328125
351,4307.844636929338,4339.05,62829.45703125
352,4522.952449605742,4607.98545,6498.58837890625
353,4408.16901221656,4594.98785,38097.68359375
354,4440.197501655319,4582.52,29672.208984375
355,4455.8953549381695,4911.740017,25842.046875
356,4531.999196380901,4580.38748,122158.0390625
357,4888.335778709035,4585.57,57043.8125
358,4677.386315024109,4344.098317,60751.36328125
359,4596.585973737761,4488.72014,90187.578125
360,4938.636913705617,4385.02,98850.7890625
361,4519.387208187371,4654.6585,145767.921875
362,4489.526893746341,4310.750183,40329.1875
363,4368.2857319361065,4312.26,48562.1171875
364,4478.077243886306,4329.955,42872.4609375
365,4211.964806718635,4248.090017,38086.2421875
366,4541.852158470923,4198.59,73889.3359375
367,4264.126563284226,3961.271267,33233.89453125
368,4214.038508378668,3319.63,55528.07421875
369,4122.03575969307,3216.43,310661.5625
370,3927.4678715747723,3763.62604,438863.5
371,3705.197343837004,3746.060783,195582.53125
372,3704.8189905902836,3678.53,120424.8359375
373,3303.9743725246517,3943.413333,80773.8671875
374,3331.9172648887616,3977.561667,172987.296875
375,3798.3497860166244,3894.48,127799.984375
376,3724.9948535449803,3637.50255,94564.7890625
377,3685.8746868538437,3776.3869,97454.15625
378,4001.350697361486,3777.62,88202.5
379,3905.1249394286424,3942.555,79868.40625
380,3847.528917496762,3910.307383,23830.7109375
381,3743.9510053143313,3881.0,21834.43359375
382,3810.6042386576155,4201.98905,9302.3046875
383,3895.6599484285252,4193.574667,81147.0859375
384,3996.454699900787,4164.27,52017.83203125
385,4043.310270444781,4360.722967,49299.68359375
386,4077.522192272445,4386.88375,88180.875
387,4454.906332275015,4394.07,32443.58984375
388,4312.539449363016,4225.175,85121.671875
389,4278.841817842796,4338.852,20750.28125
390,4471.60578062234,4318.58,14614.2265625
391,4390.648035706719,4376.191667,25451.533203125
392,4368.057485766913,4602.280883,8221.1845703125
393,4301.853165453795,4605.66,35688.9765625
394,4403.01761397568,4782.28,27141.474609375
395,4473.850354280148,4819.485767,78356.1875
396,4566.720470937726,4822.17,87022.0390625
397,4884.542849608639,5563.806567,46332.7265625
398,4872.478643230628,5739.438733,284274.6875
399,5219.320998370356,5825.99,335912.625
400,5236.55602271948,5711.205867,303862.15625
401,5321.063353570411,5603.71294,437514.5625
402,6534.030231334269,5594.66,140610.578125
403,5575.290455430688,5727.6335,355477.3125
404,5852.584493882023,5979.45984,640236.125
405,5735.688374727499,5986.44,54362.1640625
406,5742.741840191651,5983.18455,66712.1484375
407,5791.6726524286205,5876.079867,69549.265625
408,5867.231060756138,5900.59,31651.08984375
409,6078.86733659415,5669.622533,6869.02587890625
410,5916.820864142908,5893.138417,79079.8046875
411,5898.5613334125665,5889.82,35053.19140625
412,5852.844532447925,5776.69695,29194.375
413,5837.449192856904,6155.43402,34339.1796875
414,5828.647879957629,6136.49,110234.828125
415,5944.351609715144,6388.645167,63976.1328125
416,5981.181078930851,6665.306683,143979.671875
417,6126.562960010022,6751.98,315942.75
418,6568.691478124005,7197.72006,192470.953125
419,6561.640538791253,7437.543317,473943.0625
420,7006.797585460881,7365.99,425713.90625
421,7285.875766186044,6989.071667,211053.125
422,7186.117407093698,7092.127233,101437.1328125
423,7651.372817577154,7128.64,158139.203125
424,7539.158578165399,7158.03706,202905.046875
425,7220.951786991209,6719.39785,147589.0
426,6913.532996640686,6569.22,101889.8203125
427,6944.062573493924,5716.301583,113635.4765625
428,6878.938690814684,6550.227533,564030.6875
429,6767.773015022627,6493.63,405666.40625
430,6350.739357401617,7301.42992,297176.96875
431,6459.021567523596,7815.0307,343769.0
432,6044.321118067019,7868.77,943912.6875
433,6961.112345926231,7817.140383,1250474.0
434,6925.9059355845675,8007.654067,1098681.625
435,8297.88945198059,8049.72,834953.125
436,8521.586715351033,8059.8,348114.1875
437,8133.184866358701,8268.035,215016.078125
438,8024.618156209588,8236.72,104108.1484375
439,8216.973222166998,8250.978333,51581.1796875
440,8194.336948034528,8707.407267,27099.130859375
441,8266.55500411638,8768.8,166777.234375
442,8586.95435422752,9718.29505,125266.2265625
443,8637.314945199061,9952.50882,727646.5
444,8832.887902700342,9919.0,829211.0
445,9627.33293026744,10147.372,698840.9375
446,9557.074286736897,10883.912,672670.0
447,11037.974534573732,10879.88,1043358.8125
448,10312.809053313453,11332.622,373819.6875
449,10505.809425037005,11584.83,1572573.125
450,10923.26800010819,11591.22,802452.5
451,11848.938161945203,13540.98,249271.828125
452,11724.748854807112,16501.97167,2527682.25
453,12808.984939706279,16860.88,7197009.0
454,13509.101028198842,15142.83415,7021224.0
455,13812.19650982332,14869.805,5802307.0
456,17614.88659518957,15068.95,4772171.5
457,-8937.488789327675,17276.39333,4502232.5
458,16317.448309399188,16808.36667,36711268.0
459,15793.641141931526,16252.31,2027117.625
460,15675.047672919114,17771.9,1676347.625
461,16195.587628253736,19498.68333,3849387.5
462,17906.36060034926,19279.9,3703623.25
463,17893.391888011713,18961.85667,3623377.25
464,17737.235987287946,17737.11167,2977237.0
465,18686.08483763435,17382.94,889384.875
466,20514.982297058217,16047.51,1223293.25
467,18637.471636504633,15190.945,8186758.5
468,17674.54055103846,13776.61,5353671.0
469,16411.675062128576,13949.175,5820716.0
470,15798.806912799831,14119.02833,4166503.25
471,14767.27468867146,13740.94,2167879.5
472,14104.42713924707,15589.32167,1420793.75
473,13188.212444783887,14380.58167,1396770.875
474,13873.735217964859,14214.01,1361668.25
475,13596.761265315581,13215.574,1070291.0
476,13630.924038427882,14165.575,1628465.25
477,15195.712952174654,13796.0,1414199.125
478,14204.57121673302,15005.85667,1019827.6875
479,14046.343083071988,15053.26167,694096.125
480,13594.52154862869,15039.24,876181.6875
481,14423.688632307749,17174.12,649247.25
482,14038.105383614777,17319.198,4058257.5
483,16191.99343898159,17155.95,5639410.0
484,16115.012192835566,15265.90667,2424290.25
485,15970.236438747961,14714.25333,1083682.75
486,18449.200968219666,14437.42,1039805.5
487,16741.588775418582,13296.794,8805399.0
488,15873.061364134192,13912.882,5009324.5
489,14336.655586825334,13791.19,1858814.625
490,13923.04003780859,13852.92,1151913.125
491,13869.238386623445,14012.196,774030.9375
492,13354.848454204388,13554.14,493073.25
493,12797.645631060004,11116.94667,160069.109375
494,13219.071839537937,11345.42333,2661278.25
495,13110.097953809658,11174.82,1432627.125
496,12790.44989597093,12950.79333,1981825.625
497,12660.78550552181,11505.228,1156567.75
498,10857.559244914679,11513.42,1021898.3125
499,11080.45277558366,11223.064,785491.9375
500,11403.625301995373,11282.25833,785915.6875
501,12439.552426404087,11392.03,591861.1875
502,11203.116109529277,10969.815,217321.78125
503,11199.807628630893,11524.77667,324261.375
504,11042.44327784609,11431.37,143440.46875
505,11311.442227455555,11212.655,119179.578125
506,10644.260896515101,10184.06167,130646.234375
507,11034.309432259994,10082.52,1250030.5
508,11160.68687407719,9083.258333,378411.71875
509,10904.68722203048,8901.901667,1327672.0
510,10472.825882172154,8852.73,1473133.75
511,9524.38203991612,8400.648333,939263.0
512,9299.401408047532,6838.816667,1067440.375
513,8486.221171261917,6925.46,1930733.25
514,8157.74428639625,8099.958333,1366313.875
515,7789.56799729442,8240.536667,776966.3125
516,7863.862539175898,8245.08,547733.125
517,6587.331385079655,8319.876566,404583.09375
518,7106.389170508948,8343.455,1369396.0
519,8176.304981580237,8068.02,472731.1875
520,8245.63375887135,8597.7675,257590.046875
521,8334.832691113232,9334.633333,533773.75
522,8497.706888415618,9471.64,507555.5625
523,8599.587944062194,10127.16167,263506.125
524,8628.322439369047,10841.99167,1049995.125
525,9338.811088951305,11085.83,1703610.75
526,10587.794327571755,11110.965,1253604.75
527,10513.543856514618,11390.39167,1367713.0
528,11294.852268105838,11245.98,624601.625
529,11842.59000774636,9931.071667,277396.6875
530,11413.522916971706,10162.11667,1247847.25
531,11001.865938156843,10171.3,675742.4375
532,11112.227793274273,9696.593333,685430.0625
533,10670.637698147388,10348.60333,1143286.75
534,9765.027340830595,10319.46,274300.1875
535,9923.04127547401,10370.165,200016.546875
536,10160.54930271511,11009.38167,226429.578125
537,10009.574000228662,10931.12,545455.625
538,9998.391962346504,11326.94833,277619.84375
539,10696.497657992877,11430.18167,1232287.375
540,10845.232025487581,11516.83,431743.25
541,11659.951345782029,10763.19833,164291.578125
542,11237.479221547139,10118.058,466147.9375
543,11442.367258291924,9920.46,388316.1875
544,11161.208273319178,9089.278333,749564.0625
545,10903.459856478148,8746.002,1670888.875
546,10050.24514304276,8777.37,1549715.75
547,9444.513810059521,9182.843333,955881.125
548,9290.674088480067,9154.7,576695.9375
549,8896.073455596808,9153.54,347223.21875
550,8410.110608927498,8358.121667,211481.75
551,8464.36962762149,8530.402,214406.953125
552,8924.327216066478,8297.89,225398.578125
553,8535.465705571696,8171.415,188514.046875
554,8806.099679689854,8412.033333,490524.0625
555,8259.70643838495,8605.64,99598.234375
556,8345.462596800178,8947.753333,55539.83203125
557,8348.52454995754,8690.408333,116574.4140625
558,8390.289101503731,8725.37,111336.140625
559,8204.937389119994,8662.378333,92471.0625
560,8793.265516503016,8617.296667,410338.96875
561,9118.56497128657,8457.96,34440.3046875
562,8680.20112171938,7876.195,170338.828125
563,8546.43028434785,7960.38,229134.65625
564,8420.229499426263,7950.61,154524.46875
565,8329.634200739034,6882.531667,148294.015625
566,7933.49355522258,6935.48,792699.375
567,7552.252265494608,6937.56,320814.4375
568,7458.881555423432,7035.848333,364158.0
569,7446.566621081904,7410.435,365681.28125
570,6751.727018690493,7426.48,167916.625
571,6649.745854954992,6826.51,98901.9921875
572,6996.082687605929,6603.876667,128539.828125
573,7089.49222967049,6634.68,73126.1484375
574,6961.742239122279,7017.656667,72000.921875
575,7245.603233717731,6699.273333,201780.140625
576,6728.627816066233,6784.41,92031.3828125
577,6531.118836721551,6926.266667,47939.22265625
578,6649.209724338987,7847.845,74652.796875
579,7116.540313596459,7941.46,309122.59375
580,6838.312052105728,8036.511051,360311.84375
581,7147.890589998802,8340.748333,732465.375
582,7393.863047225692,8368.1,707582.0
583,8843.237799588998,7895.416926,336597.40625
584,8437.54370723851,8164.937426,689972.875
585,8296.38749473088,8175.96,251630.40625
586,8494.035470025847,8852.718333,183446.609375
587,8423.622534770751,8807.205,153675.6875
588,8117.845427899971,8930.6,123069.8984375
589,8331.041430903831,8933.861667,177304.421875
590,8521.30912619899,9555.542,234739.40625
591,9472.329322043806,9658.11,318947.25
592,9200.11634227261,9258.398333,227534.328125
593,9280.147411840502,9010.32,152606.03125
594,9154.387530282838,8928.55,99777.6953125
595,9942.094201192958,9334.281667,114902.5
596,9625.368644931586,9259.57,272852.4375
597,9184.262282887066,9239.55,50401.08984375
598,8939.44842753117,9221.426,24702.048828125
599,8984.279167132918,9639.268333,37314.43359375
600,9400.703177860414,9753.35,93281.203125
601,9256.962438607588,9803.306667,102987.5546875
602,9456.571723420173,9630.136277,206048.09375
603,9433.453581858426,9631.44,63521.1484375
604,9935.282274075435,9228.608333,31962.92578125
605,9833.25314583839,9322.041667,130422.859375
606,9721.033432823024,9310.37,111747.3359375
607,9475.750577881234,8468.788,105395.875
608,9326.960421454278,8484.346667,462477.1875
609,8974.07046763401,8463.52,267727.0625
610,8955.541597672855,8652.038333,277258.375
611,8832.655430190789,8511.458,275085.375
612,8367.158068362914,8471.06,101148.7578125
613,8194.695633230149,8106.118333,70839.5625
614,8390.771040876512,8240.055,49140.4453125
615,8533.209782850521,8239.08,53729.7265625
616,8057.707397645689,8507.406667,45634.38671875
617,8360.58671614778,8385.556187,194496.171875
618,8143.878050269559,8396.63,23358.91796875
619,8256.732138014166,7555.74,24657.80078125
620,8145.986987044569,7566.193333,165807.640625
621,8344.87768528238,7576.78,163399.265625
622,8143.43268770352,7342.908333,223917.0
623,8012.656516503543,7361.831667,422733.8125
624,7401.26042185165,7344.56,226085.171875
625,7382.422365395352,7459.876667,114904.609375
626,7380.282395576767,7385.395,84384.4453125
627,7359.550589044287,7386.72,38785.8359375
628,6893.158648108074,7535.146667,21792.1015625
